,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,fake
43,5714,1335,233,2,20.855167882850637,2701,4697,2.9788404770094186,0,1,0,1,2,4,26,7,0
44,3715,445,233,2,20.855167882850637,12314,6278,2.9788404770094186,0,1,0,1,2,4,22,7,0
45,263,774,233,2,23.079392276544493,7814,7554,9.626610235203326,0,1,0,1,7,13,11,31,0
46,497,12,233,2,63.212320125649626,14397,725,2.9788404770094186,0,0,0,1,2,1,8,37,0
47,2199,281,233,2,20.855167882850637,7825,4812,2.9788404770094186,0,1,0,1,2,4,39,1,0
48,4819,652,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
49,3715,301,233,2,20.855167882850637,7301,4793,2.9788404770094186,0,1,0,1,2,4,37,7,0
50,7763,1075,141,2,10.906227058761493,3863,3914,2.9788404770094186,0,1,0,1,2,4,41,25,0
51,163,445,233,2,20.855167882850637,4799,8753,2.9788404770094186,0,1,0,1,2,4,31,1,0
52,4626,1427,233,2,18.111293675246902,1201,5071,2.9788404770094186,0,1,0,1,7,13,58,37,0
53,2149,1565,233,2,2.9788404770094186,6723,5089,6.597031310265948,0,0,0,1,0,1,39,18,0
54,2947,1502,233,2,23.079392276544493,3950,5235,23.814250360683605,0,1,0,5,7,13,131,37,0
55,6590,97,233,2,11.408261309490692,1498,7220,9.258048265792418,0,1,1,5,7,13,131,37,0
56,260,600,233,2,23.079392276544493,3950,5235,23.814250360683605,0,1,0,5,7,13,131,37,0
57,8084,651,0,2,42.32121302543461,4669,10425,27.236833606350434,0,1,1,5,7,1,51,37,0
58,1330,1295,233,2,16.96130331495118,5850,321,15.196935630084695,0,1,0,1,0,1,22,22,0
59,2959,1235,233,2,22.060813102214325,2891,9008,14.882544308258861,0,1,1,1,6,9,58,9,0
60,8198,1200,233,2,7.811241433747093,223,11528,4.509362433691496,0,1,1,0,2,1,31,11,0
61,4040,1357,316,2,26.93887352501763,10108,8708,16.13631619106698,0,1,1,1,2,4,42,34,0
62,4819,714,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
63,8045,698,233,2,20.855167882850637,7355,8072,2.9788404770094186,0,1,0,1,2,4,51,7,0
64,7872,25,233,2,2.9788404770094186,10389,6661,2.9788404770094186,0,0,0,5,7,13,131,37,0
65,1197,162,233,0,26.660354031716935,527,8195,33.48619022180054,0,1,1,1,7,9,22,12,0
66,1058,265,197,2,19.734150228794697,427,9660,5.138024208741743,0,1,1,5,7,13,131,37,0
67,1027,864,233,2,12.145203812526697,2355,5485,2.9788404770094186,0,0,0,1,7,13,131,37,0
68,4434,442,233,2,12.145203812526697,12533,5485,2.9788404770094186,0,0,0,1,7,13,131,37,0
69,9416,1460,7,2,2.9788404770094186,170,9277,2.9788404770094186,0,0,1,0,7,13,131,18,0
70,5225,1179,163,2,14.328640751929282,3103,4530,8.492665859079619,0,1,0,5,7,13,131,22,0
71,691,282,233,2,20.561141084053446,2669,3555,17.05086020051569,0,1,1,1,0,4,8,7,0
72,4422,1227,233,2,20.855167882850637,6949,5164,2.9788404770094186,0,1,0,3,2,4,39,7,0
73,67,1278,233,2,2.9788404770094186,600,11213,7.241866594201725,0,0,0,1,7,13,49,37,0
74,2023,301,233,2,20.855167882850637,5042,4664,2.9788404770094186,0,1,0,3,2,4,59,1,0
75,8766,964,197,2,23.115250018028977,11132,7544,17.051830352904325,0,1,1,1,5,5,30,12,0
76,1647,1295,233,0,34.14903028324472,8808,11555,3.347527252162136,0,1,1,1,0,4,51,16,0
77,2237,1043,233,0,2.9788404770094186,10461,2905,11.942355893871149,0,0,0,1,5,1,22,18,0
78,8550,243,233,2,17.042625203751605,14185,5485,2.9788404770094186,1,0,0,1,5,13,8,5,0
79,471,315,233,0,21.206740442163323,7981,1135,18.575520294573433,0,1,1,1,7,1,58,24,0
80,4819,598,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
81,4530,1235,233,2,20.855167882850637,10782,4441,2.9788404770094186,0,1,0,1,2,4,39,7,0
82,7922,641,233,2,24.244184470356117,6126,10857,4.635447481736148,0,1,1,4,0,9,27,31,0
83,8319,1152,233,2,20.855167882850637,7063,7394,2.9788404770094186,0,1,0,1,2,4,26,7,0
84,2199,1072,233,2,20.855167882850637,6751,2716,2.9788404770094186,0,1,0,3,2,4,37,7,0
85,534,1319,233,2,29.303889110863437,10783,8718,19.261426990383793,0,1,1,1,0,1,39,14,0
86,3715,992,233,2,20.855167882850637,8374,5513,2.9788404770094186,0,1,0,1,2,4,51,1,0
87,5249,961,233,2,20.855167882850637,8724,4660,2.9788404770094186,0,1,0,1,2,4,59,7,0
88,4521,265,278,2,37.031659739746395,12134,5485,2.9788404770094186,0,1,1,5,7,13,131,37,0
89,4819,651,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
90,874,1427,163,2,20.172818598789398,9837,3973,14.554749246188361,0,1,0,1,0,1,75,22,0
91,1488,267,233,0,31.53941017812441,1725,757,14.576714730267472,0,1,0,1,7,13,118,6,0
92,5095,944,628,0,2.9788404770094186,12086,5485,2.9788404770094186,1,0,0,1,2,4,26,17,0
93,957,1235,233,2,20.855167882850637,4128,5279,2.9788404770094186,0,1,0,1,2,4,39,1,0
94,8708,267,233,2,24.244184470356117,2905,11296,3.62563333126838,0,1,1,1,6,4,131,1,0
95,2344,25,163,2,19.4517572105673,8442,4263,3.1706519835710334,0,1,0,1,1,5,61,22,0
96,9464,1179,233,2,24.115415618082473,1647,5386,19.942450008113696,0,1,0,1,5,1,39,18,0
97,2199,754,233,2,20.855167882850637,5100,5316,2.9788404770094186,0,1,0,1,2,4,26,7,0
98,2059,383,679,0,26.684506469228623,11909,9060,18.646260644141,0,1,1,1,5,4,88,23,1
99,4819,1427,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
100,1984,611,233,2,2.9788404770094186,4034,5951,2.9788404770094186,0,1,0,5,7,13,131,37,0
101,4819,1371,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
102,1099,939,164,0,6.627573506939933,1676,11229,8.947232127656788,1,1,0,1,2,1,61,22,0
103,4422,1427,233,2,20.855167882850637,7006,5164,2.9788404770094186,0,1,0,1,2,4,39,7,0
104,2285,745,233,2,2.9788404770094186,2105,5485,2.9788404770094186,0,0,0,5,7,13,131,37,0
105,1456,760,717,2,25.97211145925825,13954,5485,2.9788404770094186,1,1,1,1,5,1,61,18,0
106,7232,267,233,2,24.244184470356117,2416,10583,4.128030627544616,0,1,1,1,4,4,131,37,0
107,7790,1179,66,0,21.84481663789234,10989,9275,2.9788404770094186,0,1,0,1,6,9,124,18,0
108,2266,1072,481,2,2.9788404770094186,12529,5485,2.9788404770094186,0,0,1,1,5,13,22,26,0
109,3822,1178,233,2,20.855167882850637,13321,1359,2.9788404770094186,0,1,0,1,1,1,72,20,0
110,7202,698,233,2,20.855167882850637,7917,7225,2.9788404770094186,0,1,0,1,2,4,51,7,0
111,4422,134,233,2,20.855167882850637,7781,5164,2.9788404770094186,0,1,0,3,2,4,51,7,0
112,4422,385,233,2,20.855167882850637,7035,5164,2.9788404770094186,0,1,0,3,2,4,59,7,0
113,552,267,73,0,21.904821136313007,6685,2755,12.263852302080458,0,1,0,1,5,13,67,20,0
114,4860,1445,122,2,39.04789253804639,2638,5404,11.771263819237253,1,1,0,5,7,13,131,31,0
115,9124,1331,233,2,24.244184470356117,2069,10887,4.128030627544616,0,1,1,5,6,4,53,17,0
116,816,1235,233,2,27.360098933191885,11039,6015,10.736500299076933,0,1,1,1,2,1,61,1,0
117,573,1066,79,2,22.043797815993706,1387,10901,5.53525595011163,0,1,1,5,7,13,131,37,0
118,4291,1427,233,2,31.595371473126896,4474,6098,11.031765999808366,0,1,0,1,1,13,22,37,0
119,4819,259,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
120,3184,441,233,2,20.855167882850637,11979,6463,2.9788404770094186,0,1,0,1,0,4,26,1,0
121,118,201,191,2,9.966057823768114,4196,1330,11.11599857384398,0,1,1,1,7,13,131,37,0
122,4819,194,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
123,4819,1230,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
124,4422,748,233,2,20.855167882850637,5603,4629,2.9788404770094186,0,1,0,3,2,4,31,7,0
125,678,857,233,2,23.7626226229029,2433,1404,9.145650571373057,0,1,1,1,0,1,75,22,0
126,1633,265,233,2,34.26630515200882,3905,1735,22.86179825387053,0,1,0,1,5,13,61,37,0
127,8168,287,122,2,32.61724862835448,5685,6927,17.957672195698827,0,1,1,1,0,9,94,31,0
128,8560,501,233,2,24.478290327809212,6645,9553,5.4770407708354085,0,1,1,4,4,7,38,37,0
129,2199,1178,233,2,20.855167882850637,11142,9001,2.9788404770094186,0,1,0,1,2,4,119,7,0
130,6657,268,233,2,20.855167882850637,5032,3094,2.9788404770094186,0,1,0,1,2,4,59,7,0
131,7697,495,233,2,24.244184470356117,6126,10857,4.635447481736148,0,1,1,4,0,9,27,31,0
132,4079,1151,233,0,12.772621333676428,1920,2586,9.54852156541015,0,1,0,1,5,13,22,9,0
133,4819,1271,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
134,3032,1022,739,0,21.700876877447957,8737,6320,11.210969747320544,0,1,0,1,5,1,39,31,0
135,4819,431,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
136,2199,1178,233,2,20.855167882850637,5602,4048,2.9788404770094186,0,1,0,1,2,4,119,7,0
137,2446,720,233,2,17.439160207200214,1506,5485,2.9788404770094186,0,1,1,5,7,13,131,37,0
138,8604,1427,233,2,20.855167882850637,10813,4441,2.9788404770094186,0,1,0,1,2,4,39,7,0
139,2199,1427,233,2,20.855167882850637,7006,5164,2.9788404770094186,0,1,0,1,2,4,37,7,0
140,4819,864,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
141,2199,1491,233,2,20.855167882850637,7443,6482,2.9788404770094186,0,1,0,1,2,4,66,7,0
142,1350,1497,176,2,15.691882815453656,5588,254,2.9788404770094186,0,1,0,5,7,13,131,37,0
143,7234,421,233,2,7.811241433747093,545,11249,4.509362433691496,0,1,1,0,2,1,31,11,0
144,1019,52,233,2,2.9788404770094186,1038,5485,2.9788404770094186,0,0,0,5,7,13,131,37,1
145,3945,265,49,0,2.9788404770094186,5726,10619,5.1161176048403085,0,1,0,1,0,9,22,23,0
146,2199,1178,233,2,20.855167882850637,5602,4048,2.9788404770094186,0,1,0,1,2,4,119,7,0
147,950,864,233,2,12.145203812526697,4096,5485,2.9788404770094186,0,0,0,1,7,13,131,37,0
148,1799,265,777,2,24.647540990646643,4273,9330,13.41709459398319,0,1,1,1,0,1,22,37,0
149,3265,864,122,2,20.301342448006245,12541,9389,21.171835674617846,0,1,0,1,5,1,22,31,0
150,1132,1146,233,2,20.67324431198887,7251,7371,7.010146898119169,0,1,0,1,0,9,75,18,0
151,4819,1260,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
152,8020,1427,233,0,22.333018734973002,13770,10166,6.522954484940653,0,1,0,1,5,1,70,31,0
153,1747,1179,141,0,19.476814786202073,9110,5898,16.15163908446833,0,1,1,1,5,1,61,25,0
154,994,259,233,0,2.9788404770094186,7183,3956,2.9788404770094186,0,0,0,0,7,4,71,25,0
155,8991,286,233,0,2.9788404770094186,12164,8436,12.048996802857637,0,0,0,1,0,4,107,7,0
156,4820,820,233,2,18.20032114501227,14147,5485,2.9788404770094186,0,1,0,5,7,13,131,37,0
157,4819,619,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
158,1641,25,233,2,2.9788404770094186,2053,9200,20.03572518380034,1,0,1,0,7,13,131,7,0
159,1455,558,233,1,13.513732129293876,5869,10926,2.9788404770094186,0,1,1,5,7,13,131,37,0
160,1805,1238,398,0,18.81898192844504,11099,615,10.824771496700253,0,0,0,1,0,4,76,21,0
161,4270,1059,233,2,2.9788404770094186,8222,2970,2.9788404770094186,0,0,1,1,1,1,131,37,0
162,2797,1273,233,2,28.716048837617116,9049,971,2.9788404770094186,0,1,0,1,5,13,103,27,0
163,7202,698,233,2,20.855167882850637,7917,8176,2.9788404770094186,0,1,0,1,2,4,26,7,0
164,694,135,163,2,26.214138795459174,28,1346,5.401929016002043,0,1,0,1,2,1,119,22,0
165,4317,1179,233,0,17.01662412593639,13265,8502,2.9472930754558258,0,1,1,1,4,1,22,22,0
166,2826,265,122,2,2.9788404770094186,3122,5800,2.9788404770094186,0,0,0,1,5,5,25,31,0
167,2312,1397,233,0,2.9788404770094186,11725,5485,7.114651113945048,0,0,0,1,2,4,39,31,0
168,3264,265,889,2,16.973431618775983,7264,4141,9.82272742738553,0,1,0,1,2,1,75,1,0
169,3715,1167,233,2,20.855167882850637,3389,5513,2.9788404770094186,0,1,0,1,2,4,39,7,0
170,5782,201,191,2,9.966057823768114,3042,733,11.11599857384398,0,1,1,1,7,13,131,37,0
171,640,1603,45,0,40.08989564587245,7972,9082,2.9788404770094186,0,1,0,1,0,10,75,18,0
172,4801,659,233,2,39.612209300077126,14184,11116,5.954339649127633,0,1,0,1,0,13,79,37,0
173,4583,25,908,2,18.524811276914843,13929,8158,14.433216458460496,0,1,1,1,5,2,32,23,1
174,8448,339,233,2,24.244184470356117,6556,10623,4.55142471029911,0,1,1,1,0,13,27,31,0
175,4422,1427,233,2,20.855167882850637,6866,5149,2.9788404770094186,0,1,0,3,2,4,39,1,0
176,4819,1486,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
177,708,599,736,0,16.961959699244463,9000,3431,4.087744518734654,0,1,1,2,2,4,39,37,0
178,2476,1380,481,2,20.746042039231035,5873,8880,10.223315081164891,0,1,1,1,1,1,75,33,0
179,1604,1179,116,0,8.076442718977365,14119,11183,8.653851239742854,0,1,1,1,5,1,58,17,0
180,590,867,122,2,2.9788404770094186,8854,9668,3.7551371041963355,0,0,0,5,7,13,131,31,1
181,4819,1123,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
182,1689,1039,233,2,26.740059005312848,7751,4395,2.9788404770094186,0,1,1,1,7,13,88,12,0
183,5393,25,233,2,2.9788404770094186,2036,611,7.1488061819084825,0,0,0,1,5,1,51,16,0
184,7403,1179,49,2,13.727468579778279,5833,7936,20.349879809712807,0,1,0,5,7,13,131,37,0
185,2666,267,233,2,24.244184470356117,6126,5464,2.9788404770094186,0,1,0,5,7,13,27,37,0
186,180,1445,233,2,20.855167882850637,10127,5409,2.9788404770094186,0,1,0,1,2,4,66,1,0
187,3143,25,233,2,9.15581933506761,1428,6937,2.9788404770094186,0,1,1,3,2,7,79,23,0
188,4819,469,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
189,4819,280,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
190,2312,999,233,0,2.9788404770094186,11725,5485,7.114651113945048,0,0,0,1,2,4,39,31,0
191,978,25,233,2,2.9788404770094186,2258,6211,20.167925151541148,0,0,0,5,7,13,131,37,0
192,2701,347,233,2,2.9788404770094186,13404,10145,5.079881938121478,0,0,0,1,5,1,51,18,0
193,2084,118,233,2,30.52194640436041,7275,7324,2.9788404770094186,0,0,1,1,2,13,52,37,0
194,874,267,233,2,31.237884947283266,2895,5485,2.9788404770094186,0,1,0,5,7,13,131,37,0
195,4263,118,191,2,25.247214582204872,11433,424,16.511375845184528,0,1,1,1,5,1,61,18,0
196,4819,351,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
197,1005,212,458,0,29.653048485214896,8154,10916,7.147092592433924,0,1,1,1,5,1,58,18,0
198,5126,1305,278,0,21.700876877447957,10164,4306,11.465399761657023,0,1,1,1,2,1,39,5,0
199,1087,819,233,2,23.079392276544493,3950,5235,23.814250360683605,0,1,0,5,7,13,131,37,0
200,2547,162,186,0,33.64813086171024,9460,5382,12.035330542155174,0,1,1,1,5,13,75,2,0
201,5115,33,233,2,20.583335492887457,5275,4690,23.994822547047185,0,1,0,1,5,1,22,18,0
202,4819,952,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
203,1382,25,233,0,2.9788404770094186,2976,5485,2.9788404770094186,0,0,0,1,5,1,22,18,0
204,5576,52,395,2,8.076442718977365,9438,473,2.9788404770094186,0,1,0,5,7,13,131,37,0
205,230,1160,233,2,20.899560985252048,8450,5237,17.705604570960748,0,1,0,1,2,1,24,7,0
206,5015,267,233,2,20.654687900313075,12605,2099,2.9788404770094186,0,1,0,1,6,9,26,7,0
207,7162,1152,233,2,20.855167882850637,7834,7717,2.9788404770094186,0,1,0,1,2,4,26,7,0
208,4819,760,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
209,2199,1008,233,2,20.855167882850637,6900,5164,2.9788404770094186,0,1,0,1,2,4,51,7,0
210,4422,1521,233,2,20.855167882850637,6807,4965,2.9788404770094186,0,1,0,3,2,4,26,7,0
211,841,1415,211,2,41.112407415689525,6027,2711,10.885604864346119,0,1,0,1,2,1,119,18,0
212,2199,134,233,2,20.855167882850637,7873,4812,2.9788404770094186,0,1,0,1,2,4,26,7,0
213,2199,936,233,2,20.855167882850637,7509,5617,2.9788404770094186,0,1,0,1,2,4,31,1,0
214,115,383,233,2,2.9788404770094186,14188,5485,2.9788404770094186,0,0,0,5,7,13,131,37,0
215,6430,1595,679,0,26.684506469228623,11909,9060,19.44364560629852,0,1,1,1,5,4,88,23,1
216,4819,489,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
217,1270,1179,51,2,16.138460759374034,10042,10705,2.9788404770094186,0,1,0,1,1,13,22,20,0
218,2265,1273,22,2,23.73722787508583,12659,5485,2.9788404770094186,0,1,0,1,2,9,58,25,0
219,2681,98,122,2,27.239895469399833,6169,542,18.70669298704551,0,1,0,1,1,5,119,31,0
220,3979,1427,233,2,20.855167882850637,12660,8998,2.9788404770094186,0,1,0,1,5,4,85,20,0
221,8936,384,233,2,24.244184470356117,1845,10887,4.128030627544616,0,1,1,1,7,4,131,1,0
222,3192,59,233,2,30.061873629148863,118,5485,2.9788404770094186,0,1,1,5,7,13,131,37,0
223,4819,494,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
224,4530,445,233,2,20.855167882850637,7489,8849,2.9788404770094186,0,1,0,1,2,4,31,7,0
225,3648,1179,102,2,21.700876877447957,3426,1210,11.417222169293108,0,1,0,1,2,1,39,13,0
226,4819,383,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
227,1074,870,233,2,2.9788404770094186,1740,10911,6.601786377919426,0,0,0,1,6,9,74,2,0
228,691,557,233,2,20.561141084053446,2517,3129,17.05086020051569,0,1,1,1,0,4,8,7,0
229,9132,961,233,2,2.9788404770094186,12538,4919,21.440361077087235,0,0,0,1,0,2,58,18,0
230,2199,25,233,2,20.855167882850637,7434,5164,2.9788404770094186,0,1,0,1,2,4,66,7,0
231,4819,491,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
232,8852,612,233,2,24.244184470356117,2161,10887,4.128030627544616,0,1,1,1,6,4,131,1,0
233,1751,1179,233,0,26.45896618611293,12170,7949,24.567488087422472,0,1,0,1,0,1,61,18,0
234,9104,52,233,2,21.251421700252433,1447,2177,13.476172876311404,0,1,1,5,7,13,131,37,0
235,8868,267,233,2,24.244184470356117,2693,11296,3.62563333126838,0,1,0,5,6,4,131,31,0
236,5995,1369,233,2,2.9788404770094186,14082,2122,2.9788404770094186,0,1,0,0,5,1,58,18,0
237,4819,1244,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
238,220,1156,233,0,10.519203633827692,5353,11487,7.941288401226421,0,1,1,1,6,9,31,16,0
239,9408,1260,233,2,12.145203812526697,2207,9549,2.9788404770094186,0,0,0,1,7,13,131,37,0
240,2199,756,233,2,20.855167882850637,7312,5566,2.9788404770094186,0,1,0,1,2,4,39,7,0
241,6059,1179,81,0,21.700876877447957,10104,4147,12.144602715277866,0,1,1,1,0,1,39,13,0
242,3421,984,121,0,2.9788404770094186,10284,8466,8.154741084905265,0,0,1,1,6,9,6,31,0
243,4693,1577,233,2,7.811241433747093,14357,11647,4.509362433691496,0,1,0,0,7,1,31,37,0
244,7633,491,233,2,2.9788404770094186,13839,5485,2.9788404770094186,0,0,0,5,7,13,131,37,0
245,5126,1179,278,0,21.700876877447957,10191,4306,11.581775746640249,0,1,1,1,2,1,39,5,0
246,4819,1310,233,2,7.811241433747093,145,11373,4.509362433691496,0,1,1,0,7,1,31,37,0
247,320,1179,651,0,21.700876877447957,11846,3049,7.680321597825135,0,1,1,1,5,1,39,27,0
248,2181,1179,81,2,21.700876877447957,11191,4808,11.269986205555652,0,1,1,1,5,1,39,31,0
249,494,267,191,2,34.302018372439285,10121,3819,2.9788404770094186,0,1,0,1,7,13,131,37,0
250,2284,162,233,0,11.571118465907057,4190,8540,9.946601531791742,0,1,0,1,7,13,58,18,0
251,1615,1179,233,2,20.583335492887457,6046,1619,23.55090650837527,0,1,0,1,0,1,22,18,0
252,506,1195,233,2,12.145203812526697,1685,5485,2.9788404770094186,0,0,0,1,7,13,131,37,0
253,6868,933,233,2,7.811241433747093,14357,11408,4.509362433691496,0,1,0,0,7,1,31,37,0
254,950,1380,233,2,12.145203812526697,4411,5485,2.9788404770094186,0,0,0,1,7,13,131,37,0
255,2835,1179,81,0,21.700876877447957,8928,411,11.079775237823302,0,1,1,1,0,1,39,13,0
256,1798,1427,163,2,18.111293675246902,7543,8623,2.9788404770094186,0,1,0,1,7,13,58,22,0
257,5130,872,233,2,2.9788404770094186,13891,5485,2.9788404770094186,0,1,0,1,6,9,61,1,0
258,1187,927,233,2,20.855167882850637,6416,5788,2.9788404770094186,0,1,0,1,2,4,39,15,0
259,4862,783,233,2,2.9788404770094186,9899,4691,2.9788404770094186,0,0,1,1,5,9,58,24,0
260,8708,894,233,2,24.244184470356117,2443,10887,4.128030627544616,0,1,1,5,6,4,131,7,0
261,2944,347,233,0,2.9788404770094186,4015,22,12.638879589150644,0,0,1,1,2,4,131,7,0
262,3113,1427,233,2,9.922961734807425,12683,2601,9.423865419617622,0,1,1,1,5,9,39,31,0
263,8708,267,233,2,24.244184470356117,3386,10887,4.128030627544616,0,1,0,1,6,4,131,7,0
264,1947,365,233,2,2.9788404770094186,8089,5485,2.9788404770094186,0,0,0,0,5,13,58,18,0
265,535,1427,233,2,21.30605690542375,10487,3446,2.9788404770094186,0,1,0,5,7,13,131,37,0
266,8172,1456,233,2,2.9788404770094186,14107,5485,2.9788404770094186,0,0,0,5,7,13,131,37,0
267,2199,1427,233,2,20.855167882850637,7006,5361,2.9788404770094186,0,1,0,1,2,4,39,1,0
268,1660,118,233,2,2.9788404770094186,403,2638,10.3434636017919,0,1,0,1,5,13,61,37,0
